Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Chronic fatigue syndrome,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1253,280290,0.00746123800547427,0.16837920660559,,,categorical-20002-both_sexes-1482-
Sodium in urine,30530,continuous,,Biological samples > Assay results > Urine assays,,273010,,0.00753555577474674,0.024729328359799,,,continuous-30530-both_sexes--irnt
K63.3 Angiocardiography of left side of heart NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5383,276203,0.0080685004413068,0.134571097634892,,,categorical-41200-both_sexes-K633-
L08 Other local infections of skin and subcutaneous tissue,131708,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,8230,273355,0.00813218450670516,0.0957741506003371,,,icd_first_occurrence-131708-both_sexes--
Allergy or anaphylactic reaction to food,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1259,280284,0.00930553035120518,0.17066212320321,,,categorical-20002-both_sexes-1385-
E66 Obesity,130792,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,18928,262657,0.00942167787104198,0.0611292612590885,,,icd_first_occurrence-130792-both_sexes--
Irritable bowel syndrome,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,6678,274865,0.00983170668447186,0.103074057288129,,,categorical-20002-both_sexes-1154-
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,1136,91938,0.0110680302087576,0.185609718254312,,,categorical-20544-both_sexes-1-
Seating box height,3077,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280890,,0.0113581126163004,-0.0655533077521963,,,continuous-3077-both_sexes--
Cardiac index during PWA,12702,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,16709,,0.0113605708425457,,,,continuous-12702-both_sexes--irnt
I78 Diseases of capillaries,131392,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1551,280034,0.0114593827654821,0.148661390831603,,,icd_first_occurrence-131392-both_sexes--
O16.1 Pelvis NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4694,276892,0.0125088353833528,0.12098233604101,,,categorical-41210-both_sexes-O161-
Volume of grey matter in Frontal Operculum Cortex (left),25862,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0125644265751731,,,,continuous-25862-both_sexes--irnt
Heart attack/myocardial infarction,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,5696,275847,0.012705250602605,0.153957892520475,,,categorical-20002-both_sexes-1075-
Vascular/heart problems diagnosed by doctor,6150,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,5753,275171,0.013089213981495,0.152494014454397,,,categorical-6150-both_sexes-1-
Potassium in urine,30520,continuous,,Biological samples > Assay results > Urine assays,,273001,,0.0131450354418444,0.0015476702467881,,,continuous-30520-both_sexes--irnt
Z66.3 Cervical vertebra,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1233,280353,0.0135600912547192,0.186778251632224,,,categorical-41210-both_sexes-Z663-
Total peripheral resistance during PWA,12685,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17134,,0.0135611586612348,,,,continuous-12685-both_sexes--irnt
Rheumatoid factor,30820,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,23520,,0.0136065595870317,-0.0193230018525121,,,continuous-30820-both_sexes--irnt
Fluoxetine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3282,278261,0.0137891052615127,0.134329621462658,,,categorical-20003-both_sexes-1140879540-
Ferrous sulphate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1341,280202,0.0140425829923688,0.155071143464654,,,categorical-20003-both_sexes-1140870390-
G93 Other disorders of brain,131114,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,2209,279376,0.014468042018032,0.120218985830163,,,icd_first_occurrence-131114-both_sexes--
Arthritis (nos),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2481,279062,0.0145259593755978,0.105875008662437,,,categorical-20002-both_sexes-1538-
"J96 Respiratory failure, not elsewhere classified",131546,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,2064,279521,0.0146680653012012,0.151939460538509,,,icd_first_occurrence-131546-both_sexes--
Diverticular disease/diverticulitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3112,278431,0.0151044416250107,0.145802162386954,,,categorical-20002-both_sexes-1458-
K63.4 Coronary arteriography using two catheters,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2471,279115,0.0158819483854594,0.158734867967108,,,categorical-41210-both_sexes-K634-
T86.2 Sampling of axillary lymph nodes,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1664,151684,0.0159041656866261,0.119036923353823,,,categorical-41210-both_sexes-T862-
Testicular/scrotal operation,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1755,126460,0.0163296561057915,0.19373959993012,,,categorical-20004-both_sexes-1216-
Lipoprotein A,30790,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,213892,,0.0167046607926817,-0.0272001392287614,,,continuous-30790-both_sexes--irnt
Metformin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,6943,274600,0.0168039043051356,0.113082155534987,,,categorical-20003-both_sexes-1140884600-
A37 Whooping cough,130062,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1294,280291,0.016986080429232,0.161904556177851,,,icd_first_occurrence-130062-both_sexes--
K02 Dental caries,131556,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2546,279039,0.0181730704520724,0.114557229492744,,,icd_first_occurrence-131556-both_sexes--
Mean FA in pontine crossing tract on FA skeleton,25057,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0183403494237034,,,,continuous-25057-both_sexes--irnt
I45 Other conduction disorders,131344,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,2305,279280,0.0183823875682346,0.144404145721002,,,icd_first_occurrence-131344-both_sexes--
Simvastatin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,31621,249922,0.0186371891693287,0.0755315107889971,,,categorical-20003-both_sexes-1140861958-
Gastric/stomach ulcers,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1986,279557,0.0187373736417251,0.152276701811645,,,categorical-20002-both_sexes-1142-
"Seen doctor (GP) for nerves, anxiety, tension or depression",2090,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,96431,183144,0.0188682738609001,0.0459784782909814,,,categorical-2090-both_sexes--
F33 Recurrent depressive disorder,130896,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,2096,279489,0.0189362128206813,0.117268665633812,,,icd_first_occurrence-130896-both_sexes--
H01.2 Emergency excision of abnormal appendix NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1413,280173,0.0192494886983564,0.162367551057744,,,categorical-41200-both_sexes-H012-
Colposcopy +/- biopsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1147,152181,0.0192561742799785,0.149784307064196,,,categorical-20004-both_sexes-1522-
Lower limb surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1282,280261,0.0194615232878775,0.18152346498058,,,categorical-20004-both_sexes-1495-
Iron deficiency anaemia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1521,280022,0.0203741474397358,0.136916621434938,,,categorical-20002-both_sexes-1330-
Volume of ventricular cerebrospinal fluid (normalised for head size),25003,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.0204997725964159,,,,continuous-25003-both_sexes--irnt
"O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",132312,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1388,151959,0.0210145761686577,0.168353076663526,,,icd_first_occurrence-132312-both_sexes--
Recent inability to stop or control worrying,20509,continuous,,Online follow-up > Mental health > Anxiety,,92989,,0.0219635519300767,0.0187567287276092,,,continuous-20509-both_sexes--
A08 Viral and other specified intestinal infections,130016,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,2723,278862,0.0224075143988495,0.100105150054081,,,icd_first_occurrence-130016-both_sexes--
R17.2 Elective lower uterine segment caesarean delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1304,152044,0.0224291231773006,0.178943296311938,,,categorical-41200-both_sexes-R172-
Mean L3 in cingulum cingulate gyrus on FA skeleton (left),25331,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0228834291551171,,,,continuous-25331-both_sexes--irnt
Duration of eprime test,12651,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,17728,,0.0232080203469012,,,,continuous-12651-both_sexes--irnt
Z86.4 Metatarsophalangeal joint of great toe,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1434,280152,0.023231984023781,0.140274197120983,,,categorical-41210-both_sexes-Z864-
Volume of grey matter (normalised for head size),25005,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.0236721322694273,,,,continuous-25005-both_sexes--irnt
Eye problems/disorders,6148,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,,1747,98748,0.023970604880677,0.127381101258354,,,categorical-6148-both_sexes-1-
K35 Acute appendicitis,131604,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2494,279091,0.0240285451920838,0.112048730206773,,,icd_first_occurrence-131604-both_sexes--
Weighted-mean MO in tract superior thalamic radiation (left),25565,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0246926540897001,,,,continuous-25565-both_sexes--irnt
Cardiac output during PWA,12682,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,16921,,0.0248583216701523,,,,continuous-12682-both_sexes--irnt
Stroke volume during PWA,12686,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,16925,,0.0250153132143249,,,,continuous-12686-both_sexes--irnt
Comparative height size at age 10,1697,continuous,,UK Biobank Assessment Centre > Touchscreen > Early life factors,,276881,,0.0262589503003916,-0.0142060951147824,,,continuous-1697-both_sexes--
C79.5 Internal tamponade of retina using gas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1314,280272,0.027009496778393,0.171528953459834,,,categorical-41210-both_sexes-C795-
Recent feelings or nervousness or anxiety,20506,continuous,,Online follow-up > Mental health > Anxiety,,92999,,0.0270099059583355,0.0172725098679351,,,continuous-20506-both_sexes--
Depression,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,16242,265301,0.0287414742633477,0.0754577563082777,,,categorical-20002-both_sexes-1286-
Volume of ventricular cerebrospinal fluid,25004,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.0289143627314119,,,,continuous-25004-both_sexes--irnt
O82 Single delivery by caesarean section,132280,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1544,151803,0.029500751455616,0.1402489087346,,,icd_first_occurrence-132280-both_sexes--
H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2353,279233,0.0304672428835573,0.12362417079326,,,categorical-41210-both_sexes-H259-
Central pulse pressure during PWA,12678,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17181,,0.0312826338348059,,,,continuous-12678-both_sexes--irnt
P23.3 Posterior colporrhaphy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1423,151925,0.031341754121621,0.122475600138071,,,categorical-41200-both_sexes-P233-
Q10.3 Dilation of cervix uteri and curettage of uterus NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1763,151585,0.0319235379895613,0.112969426748859,,,categorical-41210-both_sexes-Q103-
H52.4 Rubber band ligation of haemorrhoid,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2705,278881,0.0326418270936866,0.117612595225411,,,categorical-41200-both_sexes-H524-
Volume of grey matter in V Cerebellum (right),25896,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0343513297354412,,,,continuous-25896-both_sexes--irnt
Bisoprolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4032,277511,0.0351666481478849,0.109628886567015,,,categorical-20003-both_sexes-1140879760-
Mean FA in cingulum cingulate gyrus on FA skeleton (left),25091,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0353333593479376,,,,continuous-25091-both_sexes--irnt
Peripheral pulse pressure during PWA,12676,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17181,,0.0354715342797008,,,,continuous-12676-both_sexes--irnt
Foot surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,5519,276024,0.0360731022769881,0.0941718748926902,,,categorical-20004-both_sexes-1494-
Mean L3 in corticospinal tract on FA skeleton (left),25303,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0366380250580496,,,,continuous-25303-both_sexes--irnt
Median T2star in thalamus (left),25026,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.0370207381770851,,,,continuous-25026-both_sexes--irnt
Eye/eyelid problem,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2187,279356,0.0372560027449963,0.118087925800148,,,categorical-20002-both_sexes-1242-
Mean L3 in pontine crossing tract on FA skeleton,25297,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0372606643345554,,,,continuous-25297-both_sexes--irnt
I44 Atrioventricular and left bundle-branch block,131342,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,3571,278014,0.0376719035825646,0.100645024218208,,,icd_first_occurrence-131342-both_sexes--
Z92.6 Abdomen NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6913,274673,0.0381169692306131,0.0894230840812664,,,categorical-41210-both_sexes-Z926-
Diastolic brachial blood pressure during PWA,12675,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17184,,0.03932635617743,,,,continuous-12675-both_sexes--irnt
H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,14364,267222,0.0395720426527232,0.0629283027922624,,,categorical-41200-both_sexes-H259-
High cholesterol,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,34270,247273,0.0406458562131493,0.0640604915103745,,,categorical-20002-both_sexes-1473-
Urate,30880,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268235,,0.0416840716122167,0.0165743699353282,,,continuous-30880-both_sexes--irnt
Volume of grey matter in V Cerebellum (left),25895,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0417034792859739,,,,continuous-25895-both_sexes--irnt
Alanine aminotransferase,30620,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268464,,0.0436249082289271,0.018581765459873,,,continuous-30620-both_sexes--irnt
Diastolic brachial blood pressure,12698,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17413,,0.0441675531957675,,,,continuous-12698-both_sexes--irnt
L40 Psoriasis,131742,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,8105,273480,0.0451023265870275,0.0801683296522545,,,icd_first_occurrence-131742-both_sexes--
I21 Acute myocardial infarction,131298,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,9593,271992,0.0452353763266582,0.106739480068123,,,icd_first_occurrence-131298-both_sexes--
C90.3 Subtenons anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1512,280074,0.0471222527925849,0.122076538161634,,,categorical-41210-both_sexes-C903-
Mean MO in middle cerebellar peduncle on FA skeleton,25152,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0498519898387287,,,,continuous-25152-both_sexes--irnt
Total bilirubin,30840,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267473,,0.0500139106179895,0.0179400114592062,,,continuous-30840-both_sexes--irnt
"Ever had known person concerned about, or recommend reduction of, alcohol consumption",20405,continuous,,Online follow-up > Mental health > Alcohol use,,93216,,0.0505972401766958,0.00966111713658458,,,continuous-20405-both_sexes--
Cystatin C,30720,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268538,,0.0515302601477452,0.0041430932119496,,,continuous-30720-both_sexes--irnt
Mean MD in corticospinal tract on FA skeleton (left),25111,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0519571712005076,,,,continuous-25111-both_sexes--irnt
Volume of grey matter in I-IV Cerebellum (right),25894,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0525797954937172,,,,continuous-25894-both_sexes--irnt
M45.9 Unspecified diagnostic endoscopic examination of bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3506,278080,0.0528288584773881,0.0854609761783876,,,categorical-41210-both_sexes-M459-
Age at first episode of depression,20433,continuous,,Online follow-up > Mental health > Depression,,48418,,0.0529433661112408,-0.0315132027245257,,,continuous-20433-both_sexes--irnt
Volume of grey matter in Subcallosal Cortex (right),25835,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0542319841671305,,,,continuous-25835-both_sexes--irnt
Z92.4 Chest NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2962,278624,0.0542984507399973,0.107622167559057,,,categorical-41210-both_sexes-Z924-
W28.3 Removal of internal fixation from bone NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2826,278760,0.0543347701615743,0.0912219935747352,,,categorical-41200-both_sexes-W283-
N50 Other disorders of male genital organs,132092,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,6426,121812,0.0545601266885555,0.103767618871868,,,icd_first_occurrence-132092-both_sexes--
Mean L1 in corticospinal tract on FA skeleton (right),25206,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0545954234868764,,,,continuous-25206-both_sexes--irnt
Central augmentation pressure during PWA,12680,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17176,,0.0565208169706456,,,,continuous-12680-both_sexes--irnt
Mean MO in corticospinal tract on FA skeleton (left),25159,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0565706568211829,,,,continuous-25159-both_sexes--irnt
Volume of grey matter in Pallidum (right),25885,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0572973488549358,,,,continuous-25885-both_sexes--irnt
Epilepsy,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2263,279280,0.0578261975457804,0.117174447009314,,,categorical-20002-both_sexes-1264-
Mean L1 in corticospinal tract on FA skeleton (left),25207,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0579114477568064,,,,continuous-25207-both_sexes--irnt
Seated height,51,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280890,,0.0588134302102267,-0.0122561389877793,,,continuous-51-both_sexes--irnt
Median T2star in thalamus (right),25027,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.0598968792203374,,,,continuous-25027-both_sexes--irnt
Ear/vestibular disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2401,279142,0.0599522911572367,0.119359359274835,,,categorical-20002-both_sexes-1415-
E11 Non-insulin-dependent diabetes mellitus,130708,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,17079,264506,0.0634973252832757,0.0813326219800113,,,icd_first_occurrence-130708-both_sexes--
Volume of grey matter in Occipital Pole (left),25876,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0635136466618091,,,,continuous-25876-both_sexes--irnt
Mean ICVF in corticospinal tract on FA skeleton (left),25351,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.0638963557538437,,,,continuous-25351-both_sexes--irnt
Reticulocyte count,30250,continuous,,Biological samples > Assay results > Blood assays > Blood count,,268453,,0.0640421157167378,0.0179419112035487,,,continuous-30250-both_sexes--irnt
Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),25833,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0642073378812024,,,,continuous-25833-both_sexes--irnt
Volume of grey matter in Planum Temporale (left),25872,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0649399452048724,,,,continuous-25872-both_sexes--irnt
Leg fat percentage (right),23111,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276690,,0.0658217915966325,0.0111864007048651,,,continuous-23111-both_sexes--irnt
I51 Complications and ill-defined descriptions of heart disease,131356,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,4910,276675,0.0663634956697859,0.0819298834936927,,,icd_first_occurrence-131356-both_sexes--
Volume of grey matter in Occipital Pole (right),25877,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0666893632258782,,,,continuous-25877-both_sexes--irnt
Weighted-mean L3 in tract cingulate gyrus part of cingulum (left),25627,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0677819593838669,,,,continuous-25627-both_sexes--irnt
Mean L1 in medial lemniscus on FA skeleton (right),25208,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.067820466201373,,,,continuous-25208-both_sexes--irnt
Mean L3 in cingulum cingulate gyrus on FA skeleton (right),25330,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0682397194563806,,,,continuous-25330-both_sexes--irnt
Mean MO in posterior thalamic radiation on FA skeleton (left),25181,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0706549606131016,,,,continuous-25181-both_sexes--irnt
Weighted-mean MO in tract inferior fronto-occipital fasciculus (left),25554,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0707106123238329,,,,continuous-25554-both_sexes--irnt
Ever had period of mania / excitability,20501,categorical,,Online follow-up > Mental health > Mania,,3911,87299,0.0712312158365687,0.0765215058648014,,,categorical-20501-both_sexes--
Haemoglobin concentration,30020,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.0713641827867906,0.0136078181879381,,,continuous-30020-both_sexes--irnt
